土地位置,用途,土地面积(平方米),建筑规模(平方米)/容积率,起始价(万元),竞得单位,竞得时间,成交价(万元),出让方式
沙坪坝区西永组团S标准分区S13/01（部分二）号宗地,二类工业用地,62003,≥0.7,2736,重庆金华电器成套有限公司,2015年5月5日,2736,挂牌
渝北区观音桥组团D分区D18-3/01号宗地,商业用地、商务用地、二类居住用地,16478,≤65912,23432,重庆龙湖地产发展有限公司,2015年4月23日,26600,拍卖
九龙坡区西永组团Ad分区Ad12-3/01号宗地,一类工业用地,16336,≥1.0,1242,重庆海润节能技术股份有限公司,2015年4月22日,1242,挂牌
九龙坡区西永组团Y分区Y07-2-1/01号（部分2）宗地,一类工业用地,15727,≥0.7,1180,重庆金澳机械制造有限公司,2015年4月15日,1180,挂牌
九龙坡区西永组团Y分区Y07-2-1/01号宗地,一类工业用地,36237,≥0.7,2718,重庆广越都市工业园建设有限公司,2015年4月15日,2718,挂牌
两江新区水土组团B标准分区B77-1/01、B78-1/01、B78-3/01号宗地,一类工业用地,223794,≥1.0,5640,重庆联东金翔投资有限公司,2015年4月9日,5640,挂牌
两江新区水土组团A分区A48-4/01 (部分一) 号宗地,一类工业用地,66694,≥1.0,1681,重庆翰博光电有限公司,2015年4月9日,1681,挂牌
巴南区界石组团S标准分区S25/01号宗地,二类工业用地,15601,≥0.7,774,重庆市皓新科技有限公司,2015年4月2日,774,挂牌
巴南区李家沱鱼洞组团O分区O62-7/02号宗地,二类居住用地、商业用地、商务用地,90222,≤353670,67905,重庆鲁能开发(集团)有限公司,2015年3月30日,67905,挂牌
巴南区李家沱-鱼洞组团Q分区Q16-1/02、Q16-3/02号宗地,商业用地、商务用地、二类居住用地,128832,≤477328,90867,重庆市汉基伊达置业有限公司,2015年3月30日,90867,挂牌
巴南区木洞-麻柳功能区组团A分区A8-1/02号宗地,二类工业用地,170967,≥0.6,5815,攀钢集团重庆钛业有限公司,2015年3月30日,5815,挂牌
巴南区南彭功能区组团A分区A1-1/01号宗地,物流仓储用地,142570,≤2.0,7701,重庆协信汽车公园有限公司,2015年3月30日,7701,挂牌
北部新区礼嘉组团F标准分F22/03（部分）号宗地,一类工业用地,29371,≥0.7,1734,重庆市辐射技术服务中心有限公司,2015年3月30日,1734,挂牌
巴南区界石组团T标准分区T06-1/02号宗地,二类居住用地,42030,≤105075,13996,重庆云群实业有限公司,2015年3月9日,13996,挂牌
渝北区人和组团B、N标准分区B17-3/02号宗地,商业用地、商务用地、二类居住用地,24269,≤60673,8495,圣名国际商贸城有限公司,2015年3月9日,8495,挂牌
渝北区两路组团G标准分区G25-1/01（部分）、G26-5/01、G26-6/01、G26-7/01号宗地,二类居住用地、商业用地、商务用地（艺术传媒用地除外,28279,≤70150,11441,重庆富州房地产开发有限公司,2015年3月9日,13400,拍卖
两江新区水土组团B分区B04-1/01号宗地,一类工业用地,9770,≥0.7,264,重庆正川永成医药材料有限公司,2015年3月9日,264,挂牌
巴南区界石组团S标准分区S16-1/02号宗地,二类工业用地,174238,≥1.0,6624,重庆惠科金扬科技有限公司,2015年3月9日,6624,挂牌
九龙坡区西彭组团D分区D34-1/02号宗地,供燃气用地兼容一类工业用地,27349,≤2.0,1866,重庆恒盛能源开发有限公司,2015年3月9日,1866,挂牌
九龙坡区西彭组团J分区J41-3/01号宗地,二类工业用地,13340,≥0.7,775,重庆祥吉机械制造有限公司,2015年3月9日,775,挂牌
九龙坡区西永组团Z分区42-2/03号宗地,二类居住、商业用地,25666,≤76998,14192,重庆云创置业发展有限公司,2015年2月26日,14192,挂牌
两江新区水土组团B标准分区B39-5/01号宗地,一类工业用地,15121,≥0.7,515,重庆海浦洛自动化科技有限公司,2015年2月26日,515,挂牌
南岸区茶园组团F分区F52-3（部分）宗地,二类居住用地,48297,≤96594,17387,重庆渝能晨阳置业有限公司,2015-2-13,17387,挂牌
两江新区鱼嘴组团Q标准分区Q13-2/01号宗地,二类工业用地,445861,≥0.7,11236,重庆长安汽车股份有限公司,2015-2-13,11236,挂牌
两江新区鱼嘴组团Q标准分区Q4-1/01、Q5-4/01号宗地,二类工业用地,178502,≥0.7,4517,重庆长安汽车股份有限公司,2015-2-13,4517,挂牌
沙坪坝区西永组团Q标准分区Q6-2/02（部分一）号宗地,二类工业用地,31997,≥0.7,1504,重庆三温暖电气有限公司,2015-2-13,1504,挂牌
江北区观音桥组团I分区I17-1-2/02号宗地,商业用地、商务用地,15277,≤114578,101968,重庆新协文实业有限公司,2015-2-12,101968,挂牌
两江新区两路组团M分区M44-1/04号宗地,一类物流仓储用地、一类工业用地,62686,≦2.0,4174,重庆海领实业有限公司,2015-2-12,4174,挂牌
巴南区李家沱组团R分区R13-6/01号宗地,二类居住用地,67917,≤142625,24654,重庆晟沣地产发展有限公司,2015-2-4,24654,挂牌
两江新区水土组团B标准分区B04-2/01号宗地,加油站用地,4468,按规划要求,2024,重庆中油两江发展有限公司,2015-2-4,2024,挂牌
巴南区木洞-麻柳功能区组团A分区A5-1/02号宗地,二类工业用地,56422,≥0.6,1920,重庆关西涂料有限公司,2015-2-4,1920,挂牌
九龙坡区大杨石组团T分区T01-1-3/03、T01-1-7/03号宗地,商业用地、商务用地,42187,≤464057,232028,重庆中迪禾邦实业有限公司,2015-1-20,232028,挂牌
北碚区蔡家组团N分区N04-5/02、N04-6/02、N11/03号宗地,商业用地、商务用地、二类居住用地,99211,≤198422,40181,重庆上善置地有限公司,2015-1-20,40181,挂牌
两江新区两路组团I标准分区I53/02 、I54/02号宗地,二类居住用地,159121,≤461450.9,48055,重庆中农国信置业有限公司,2015-1-20,48055,挂牌
大渡口区大渡口组团S分区S5-3号宗地,二类工业用地,123187,≥0.7,11087,重庆龙文实业(集团)有限公司,2015-1-20,11087,挂牌
巴南区界石组团T标准分区T04-2/02号宗地,二类工业用地,35315,≥1.0,4929,重庆中远精密模具有限公司,2015-1-20,4929,挂牌
九龙坡区西永组团Ab分区Ab12-1/02号宗地,商业用地,120972,≤241946,29203,重庆赣江实业有限公司,2015年1月12日,29203,挂牌
沙坪坝区沙坪坝组团C分区06-5/04号宗地,商业用地,2282,≤6846,2397,重庆礼宴天下餐饮管理股份有限公司,2015年1月12日,2397,挂牌
南岸区茶园组团F分区F15-1/01(局部)宗地,二类居住用地,48750,≤195000,22523,重庆浩铭房地产开发有限公司,2015年1月12日,22523,挂牌
两江新区龙兴组团B分区B8-1/01（部分二）号宗地,二类工业用地,18070,≥0.7,764,重庆永帝模具开发有限公司,2015年1月12日,764,挂牌
两江新区龙兴组团B分区B8-1(部分三)号宗地,二类工业用地,16559,≥0.7,697,重庆飞扬热系统股份有限公司,2015年1月12日,697,挂牌
巴南区南彭功能区组团A分区A37-1/01、A38-1/01、A39-1/01、A40-1/01号宗地,物流仓储用地,323465,≤2.0,9706,重庆正益成远物流有限公司,2015年1月12日,9706,挂牌
巴南区南彭组团A标准分区A30-1/01、A30-2/01、A30-3/02、A31-1/02、A31-3/02号宗地,二类工业用地,104604,≥0.7,3719,重庆宗申实业发展有限公司,2015年1月12日,3719,挂牌
九龙坡区西永组团Aa分区45-1/02、46-1/02、46-2/03号宗地,一类仓储用地,201564,≤2.0,16529,重庆明品福物流有限责任公司,2015年1月12日,16529,挂牌
九龙坡区西永组团Ab分区Ab7-5/02、Ab9-1/02号宗地,一类物流仓储用地,49745,≤2.0,4060,重庆市车国物流有限公司,2015年1月12日,4060,挂牌
两江新区鱼嘴组团F标准分区F08-4/02号宗地,二类工业用地,131117,≥0.7,3305,鞍钢重庆高强汽车钢有限公司,2015年1月12日,3305,挂牌
江北区观音桥（溉澜溪南部片区）组团G标准分区G18/04、G20-1/04、G26-1/05号宗地,二类居住用地、商业商务用地,132502,≤1028949,413436,重庆恒大鑫溉置业有限公司,2015年1月8日,413436,挂牌
大渡口区大渡口组团重钢片区分区L26地块、L28地块,二类居住用地、商业用地、商务用地、文化设施用地、娱,216547,≤591140,148178,重庆渝富置业有限公司、重庆工业博物馆置业有限公司,2014年12月31日,148178,挂牌
北部新区鸳鸯组团I标准分区I5-2/04号宗地,交通枢纽用地、商业用地、商务用地、二类居住用地,16469,≤49400,14921,重庆恒中合泰投资有限公司、重庆城市综合交通枢纽（集,2014年12月31日,14921,挂牌
渝中区渝中组团F分区F15-4、F18号宗地,二类居住用地、商业用地、商务用地,48454,≤168525,126394,中航里城（香港）有限公司、重庆康翔实业有限公司,2014年12月30日,126394,挂牌
九龙坡区大杨石组团G分区G08-2-2/02、G09-7/02号宗地,二类居住用地、商务用地,35864,≤93417,23354,宏豊興業有限公司（CHAMP HARVEST CORPORATION LIMITE,2014年12月30日,23354,挂牌
九龙坡区西永组团Ab分区Ab11-1/02号宗地,批发市场用地,65037,≤130000,15740,重庆奥捷实业有限公司,2014年12月30日,15740,挂牌
大渡口区大渡口组团P分区P2-13-2地块、P2-15-1地块,二类居住用地、商业用地,194769,≤415532,64337,重庆绿地申炎房地产开发有限公司,2014年12月30日,64337,挂牌
两江新区龙兴组团B分区B3-1/01号宗地,二类工业用地,100069,≥0.7,3504,重庆卓通汽车零部件有限公司,2014年12月30日,3504,挂牌
两江新区龙兴组团B标准分区B6-1/01(部分一)号宗地,二类工业用地,51557,≥0.7,1935,重庆双英汽车座椅有限公司,2014年12月30日,1935,挂牌
两江新区龙兴组团B标准分区B5-1/01(部分四)号宗地,二类工业用地,28626,≥0.7,1204,重庆利和汽车零部件有限公司,2014年12月30日,1204,挂牌
两江新区龙兴组团B分区B1-1/01(部分三)号宗地,二类工业用地,66583,≥1.0,2798,重庆润洲俊洪实业有限公司,2014年12月30日,2798,挂牌
九龙坡区西彭组团J分区J43-2/01号宗地,一类物流仓储用地兼容二类工业用地,17532,≤2.0,1158,重庆旭嘉仓储管理有限公司,2014年12月30日,1158,挂牌
九龙坡区西彭组团J分区39-7/01号(部分1)宗地,二类工业用地,9781,≥0.7,1216,重庆奔发工贸有限公司,2014年12月30日,1216,挂牌
江北区观音桥组团I分区I06-3/02号宗地,二类居住用地,21749,76122,35321,冠华港贸易（深圳）有限公司,2014年12月29日,35350,拍卖
北碚区缙云山麓控规组团郊A分区郊A6-5-2/03号宗地,一类居住用地,38414,≤38415,8070,重庆鲁商地产有限公司,2014年12月29日,8070,挂牌
北碚区蔡家组团L标准分区L04-3/02、L05-1/04、L08/04、L09/04、L19-4/01、L20-2/04号宗地,二类居住用地、商业用地、商务用地、其他服务设施用地,117878,≤467361,80431,重庆市诚投房地产开发有限公司,2014年12月29日,80431,挂牌
两江新区两路组团I标准分区I55/02号宗地,商业用地、商务用地、二类居住用地,248072,≤545758.4,85585,重庆中农国信商贸有限公司、重庆中农国信置业有限公司,2014年12月29日,85585,挂牌
巴南区李家沱组团B分区B01-1/02号宗地,二类居住用地,3068,≤7670,1688,重庆昕晖帝祥房地产开发有限公司,2014年12月29日,1700,拍卖
大渡口区大渡口组团E分区E29-1/03号宗地,二类居住用地、商业用地、商务用地,6645,≤26580,6646,重庆新宝龙长投置业有限公司,2014年12月29日,6646,挂牌
九龙坡区西彭组团D分区71-2-1/02号（部分1）宗地,二类工业用地兼容一类工业用地,18110,≥0.7,1033,北京森迪时代安防技术有限公司,2014年12月29日,1033,挂牌
九龙坡区西彭组团D分区D71-2-1/02号（部分2）宗地,二类工业用地兼容一类工业用地,21142,≥0.7,1206,北京森迪时代安防技术有限公司,2014年12月29日,1206,挂牌
九龙坡区西彭组团D分区D71-1/02号宗地,二类工业用地,27691,≥0.7,1607,北京森迪时代安防技术有限公司,2014年12月29日,1607,挂牌
九龙坡区西彭组团D分区D72-1-1/02、D73-1-1/02号宗地,二类工业用地,26129,≥0.7,1516,北京森迪时代安防技术有限公司,2014年12月29日,1516,挂牌
九龙坡区西彭组团D分区D72-1-1/02号宗地,二类工业用地,20721,≥0.7,1202,北京森迪时代安防技术有限公司,2014年12月29日,1202,挂牌
九龙坡区走马功能区组团19-7/01号宗地,一类仓储用地,46715,≤2.0,6290,重庆九高物流股份有限公司,2014年12月29日,6290,挂牌
两江新区鱼嘴组团Q分区Q8-2/01号宗地,二类工业用地,20511,≥0.7,678,重庆洁环水处理设备有限公司,2014年12月26日,678,挂牌
两江新区龙兴组团B标准分区B9-3/01(部分三)号宗地,二类工业用地,35321,≥0.7,1326,重庆福然德汽车部件有限公司,2014年12月26日,1326,挂牌
九龙坡区西永组团Aa分区44-1/03、44-2/03号宗地,仓储用地,130751,≤2.0,10591,重庆公路运输（集团）有限公司,2014年12月26日,10591,挂牌
九龙坡区西永组团Ab分区Ab10-1/02号宗地,一类物流仓储用地,65462,≤2.0,4910,重庆可可香粮油有限公司,2014年12月26日,4910,挂牌
九龙坡区西永组团C分区11-5-1/02号（部分3）宗地,工业用地,11614,≥1.0,883,重庆灼映建材有限责任公司,2014年12月26日,883,挂牌
九龙坡区西永组团C分区C11-6-1/02号宗地,一类工业用地,19814,≥1.0,1506,重庆金凤电子信息产业有限公司,2014年12月26日,1506,挂牌
九龙坡区西永组团C分区C11-19-1/03号（部分2）宗地,一类工业用地,10608,≥1.0,796,重庆金凤电子信息产业有限公司,2014年12月26日,796,挂牌
巴南区李家沱-鱼洞组团Q标准分区Q08-2/02、Q09-1/01、Q09-2/01、Q11-1/01、Q12-1/01、Q12-3/01号宗地,二类居住用地、商业用地、商务用地,208630,≤437891(总建筑面积),100666,重庆中交置业有限公司,2014年12月22日,100666,挂牌
巴南区李家沱-鱼洞组团Q分区Q04-4/01、Q07-2/01、Q10/01、Q12-1/01号宗地,二类居住用地,199659,≤471364(总建筑面积),108398,重庆中交置业有限公司,2014年12月22日,108398,挂牌
九龙坡区西彭组团L分区L15-01/02号(部分2)宗地,一类工业用地、二类工业用地,12084,≥0.7,1016,重庆辛辛纳图斯科技有限公司,2014年12月22日,1016,挂牌
九龙坡区西彭组团L分区L10-01/02号宗地,二类工业用地,27717,≥0.7,3601,重庆黄河摩托车有限公司,2014年12月29日,3601,挂牌
九龙坡区西彭组团L分区L15-01-2/03号宗地,二类工业用地,12386,≥0.7,1718,重庆中瀚铝业有限公司,2014年12月29日,1718,挂牌
沙坪坝区西永组团M标准分区M40-1/02、M43-2/02、M45-2/02号宗地,二类居住用地，兼容商业用地,160406,≤368934,38133,重庆市诚投房地产开发有限公司,2014年12月26日,38133,挂牌
渝北区两路组团E分区E72-2/02（部分）、E72-4/01（部分）号宗地,二类居住用地、商业商务用地、社会停车场用地,30525,≤74315.5,20875,重庆泽京吉辉房地产开发有限公司,2014年12月26日,26500,拍卖
北碚区蔡家组团N标准分区N04-2/02、N10/03、N13/03号宗地,二类居住用地,122359,≤260770,49600,重庆上善置地有限公司,2014年12月26日,49600,挂牌
九龙坡区西彭组团O分区O29-2/01、O29-3/01、O37-1/02、O30-1/02号宗地,二类居住用地、商业用地,168734,≤341449,37261,重庆市诚投房地产开发有限公司,2014年12月26日,37261,挂牌
